2025-06-25 09:58,PVE,Salsa,3,Komputer,0
2025-06-25 11:53,PVE,Salsa,0,Komputer,2
2025-06-25 12:16,PVE,Athilah,3,Komputer,0
2025-06-25 12:24,PVE,Hmm,0,Komputer,3
2025-06-25 12:32,PVE,A,0,Komputer,2
2025-06-25 15:07,PVE,Pemain X,1,Komputer,3
2025-06-25 15:17,PVP,A,3,B,0
2025-06-25 15:48,PVP,Izaaz,0,Ghifary,1
